"TIME","GEO","INDIC","S_ADJ","UNIT","Value","Flag and Footnotes"
"2011M02","Latvia","Expectations of the number of orders placed with suppliers over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","-1.1",""
"2011M02","Latvia","Expectations of the number of orders placed with suppliers over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","6.1",""
"2011M02","Latvia","Business activity expectations over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","10.4",""
"2011M02","Latvia","Business activity expectations over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","13.3",""
"2011M02","Latvia","Employment expectations over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","0.8",""
"2011M02","Latvia","Employment expectations over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","6.0",""
"2011M02","Lithuania","Business activity (sales) development over the past 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","0.2",""
"2011M02","Lithuania","Business activity (sales) development over the past 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","15.5",""
"2011M02","Lithuania","Volume of stocks currently hold","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","6.7",""
"2011M02","Lithuania","Volume of stocks currently hold","Seasonally adjusted data, not calendar adjusted data","Balance","-2.7",""
"2011M02","Lithuania","Expectations of the number of orders placed with suppliers over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","-17.8",""
"2011M02","Lithuania","Expectations of the number of orders placed with suppliers over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","4.1",""
"2011M02","Lithuania","Business activity expectations over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","-31.9",""
"2011M02","Lithuania","Business activity expectations over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","-10.8",""
"2011M02","Lithuania","Employment expectations over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","-1.5",""
"2011M02","Lithuania","Employment expectations over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","23.7",""
"2011M03","Estonia","Business activity (sales) development over the past 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","0.0",""
"2011M03","Estonia","Business activity (sales) development over the past 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","35.8",""
"2011M03","Estonia","Volume of stocks currently hold","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","6.9",""
"2011M03","Estonia","Volume of stocks currently hold","Seasonally adjusted data, not calendar adjusted data","Balance","2.7",""
"2011M03","Estonia","Expectations of the number of orders placed with suppliers over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","44.3",""
"2011M03","Estonia","Expectations of the number of orders placed with suppliers over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","28.7",""
"2011M03","Estonia","Business activity expectations over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","66.7",""
"2011M03","Estonia","Business activity expectations over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","42.2",""
"2011M03","Estonia","Employment expectations over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","7.6",""
"2011M03","Estonia","Employment expectations over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","8.1",""
"2011M03","Latvia","Business activity (sales) development over the past 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","-17.3",""
"2011M03","Latvia","Business activity (sales) development over the past 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","4.8",""
"2011M03","Latvia","Volume of stocks currently hold","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","-5.0",""
"2011M03","Latvia","Volume of stocks currently hold","Seasonally adjusted data, not calendar adjusted data","Balance","-4.2",""
"2011M03","Latvia","Expectations of the number of orders placed with suppliers over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","9.4",""
"2011M03","Latvia","Expectations of the number of orders placed with suppliers over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","6.9",""
"2011M03","Latvia","Business activity expectations over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","18.8",""
"2011M03","Latvia","Business activity expectations over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","11.6",""
"2011M03","Latvia","Employment expectations over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","1.6",""
"2011M03","Latvia","Employment expectations over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","4.6",""
"2011M03","Lithuania","Business activity (sales) development over the past 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","-7.4",""
"2011M03","Lithuania","Business activity (sales) development over the past 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","17.4",""
"2011M03","Lithuania","Volume of stocks currently hold","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","6.4",""
"2011M03","Lithuania","Volume of stocks currently hold","Seasonally adjusted data, not calendar adjusted data","Balance","-0.1",""
"2011M03","Lithuania","Expectations of the number of orders placed with suppliers over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","-1.0",""
"2011M03","Lithuania","Expectations of the number of orders placed with suppliers over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","7.3",""
"2011M03","Lithuania","Business activity expectations over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","-15.5",""
"2011M03","Lithuania","Business activity expectations over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","-9.6",""
"2011M03","Lithuania","Employment expectations over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","33.2",""
"2011M03","Lithuania","Employment expectations over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","50.6",""
"2011M04","Estonia","Business activity (sales) development over the past 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","29.2",""
"2011M04","Estonia","Business activity (sales) development over the past 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","51.3",""
"2011M04","Estonia","Volume of stocks currently hold","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","6.9",""
"2011M04","Estonia","Volume of stocks currently hold","Seasonally adjusted data, not calendar adjusted data","Balance","2.7",""
"2011M04","Estonia","Expectations of the number of orders placed with suppliers over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","50.0",""
"2011M04","Estonia","Expectations of the number of orders placed with suppliers over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","31.2",""
"2011M04","Estonia","Business activity expectations over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","71.9",""
"2011M04","Estonia","Business activity expectations over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","37.8",""
"2011M04","Estonia","Employment expectations over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","13.1",""
"2011M04","Estonia","Employment expectations over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","5.8",""
"2011M04","Latvia","Business activity (sales) development over the past 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","2.4",""
"2011M04","Latvia","Business activity (sales) development over the past 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","8.1",""
"2011M04","Latvia","Volume of stocks currently hold","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","-4.6",""
"2011M04","Latvia","Volume of stocks currently hold","Seasonally adjusted data, not calendar adjusted data","Balance","-4.4",""
"2011M04","Latvia","Expectations of the number of orders placed with suppliers over the next 3 months","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Balance","10.3",""
"2011M04","Latvia","Expectations of the number of orders placed with suppliers over the next 3 months","Seasonally adjusted data, not calendar adjusted data","Balance","1.6",""
